description,keywords,genre,year,name,director,id
Fans Star Wars hacen un viaje a través del país al Rancho Skywalker de George Lucas para que su amigo moribundo pueda ver una proyección de Star Wars: Episodio I - La Amenaza Fantasma (1999) antes de su lanzamiento.,"star wars fan film, blonde, princess lela bikini, referencia a las Spice Girls, prostitute","aventura, comedia, crimen",2009.0,Fanboys,Kyle Newman,4019
"La historia de la batalla de Iwo Jima entre los Estados Unidos y el Japón imperial durante la Segunda Guerra Mundial, contada desde la perspectiva de los japoneses que lucharon en ella.","imperial japan, Segunda Guerra Mundial, la década de 1940, imperial japanese army, american in asia","acción, aventura, drama",2007.0,Cartas desde Iwo Jima,Clint Eastwood,4020
Tres ex-robots militares son reprogramados como maestros y colocados en secreto en una escuela donde la mayoría de los estudiantes son parte de bandas organizadas.,"ciborg, weird, fetiche, cringe humor, humor sexual","acción, terror, ciencia ficción",1990.0,Curso 1999,Mark L. Lester,4021
"Cuando Piglet desaparece, sus amigos del Bosque de los Cien Acres utilizan el libro de recuerdos del propio Piglet para encontrarlo, descubriendo en el camino el gran papel que ha jugado en sus vidas.","nieve, little boy, animal character name in title, piglet character, half dressed cartoon animal","animación, aventura, comedia",2003.0,La gran película de Piglet,Francis Glebas,4022
Un gobierno finge la muerte de un criminal para convertir a una joven mujer en asesina durante su servicio.,"remake of french film, female assassin, hitwoman, pantis, woman murders a man","acción, crimen, drama",1993.0,La asesina,John Badham,4023
Peter Brackett y Sabrina Peterson son dos reporteros de Chicago que unen fuerzas para desentrañar el misterio detrás del descarrilamiento de un tren.,"reporter, rivalidad, whistleblower, periodismo, neo screwball comedy","acción, comedia, romance",1994.0,Me gustan los líos,Charles Shyer,4024
Un atleta profesional tiene que ayudar a un agente del gobierno estadounidense a recuperar un avión desaparecido.,"stealth, Boxer, espionaje, espía, boxeo","acción, aventura, comedia",2003.0,Soy espía,Betty Thomas,4025
La estrella de cine Vince Chase navega por el insípido terreno de Los Ángeles con un círculo cercano de amigos y su fiel agente.,"California, amistad entre hombres, años 2000, la década de 2010, culture shock","comedia, drama",2020.0,Entourage (El séquito),,4026
Un francotirador ruso y otro alemán juegan al gato y al ratón durante la batalla de Stalingrado.,"sniper, stalingrad, batalla, world war two soldier, arma","acción, drama, bélico",2001.0,Enemigo a las puertas,Jean-Jacques Annaud,4027
"Después de ser mortalmente herido y llevado a la morgue, el asesino Jason Voorhees revive espontáneamente y se lanza a una ola de asesinatos mientras intenta volver a su casa en Camp Crystal Lake.","slasher, serial killer, jason voorhees, friday the thirteenth, deeply disturbed person","terror, suspense",1984.0,Viernes 13: Capítulo final,Joseph Zito,4028
"Maggie, de 19 años, trabaja en una librería de lesbianas/LGBT. Su madre se está divorciando y se ha invitado a sí misma a quedarse con Maggie. Maggie no le ha dicho que es lesbiana. Su nueva novia también se muda con ella.","sexo, sex toy, braguitas negras, braguitas, lesbian sex","comedia, drama, romance",1999.0,Mejor que el chocolate,Anne Wheeler,4029
"Serie documental sobre la era de los dinosaurios, que mezcla localizaciones reales con CGI.","tv mini serie, tyrannosaurus, Tiranosaurio Rex, t rex, brachiosaurus","documental, animación, historia",1999.0,Caminando entre dinosaurios,,4030
"Dos parejas de enamorados, que están de vacaciones en Hawái, descubren que unos psicópatas están acechando y asesinando a los turistas en las islas.","newlywed, Hawai, turista, asesinato, luna de miel","drama, misterio, suspense",2010.0,Escapada perfecta,David Twohy,4031
"Los miembros del Instituto Torchwood, una organización secreta fundada por la Corona Británica, luchan para proteger la Tierra de amenazas extraterrestres y sobrenaturales.","torchwood, tecnología alienígena, doctor who spin off, ex policía, inmortal","acción, drama, misterio",2010.0,Torchwood,,4032
"Sonny Crockett y Ricardo Tubbs, agentes de antivicio de la policía de Miami, investigan la muerte de dos agentes federales y la masacre de una familia, enfrentándose a los asesinos de la Hermandad Aria y a una red de traficantes.","investigación policial, detective de policía, venta de drogas, drogas, clandestino","acción, aventura, crimen",2006.0,Corrupción en Miami,Michael Mann,4033
La obsesión postraumática de una viuda con una estrella de telenovela.,"agente de policía, surgical theater, television camera, anuncio de televisión, television producer","comedia, crimen, drama",2000.0,Persiguiendo a Betty,Neil LaBute,4034
Un padre y una hija aislados en una isla de la costa este y que viven en una comuna que antiguamente era próspera se enfrentan a los límites de la familia y la sexualidad.,"ambientalismo, obese, wetland, teenage girl, progenitor soltero",drama,2005.0,The Ballad of Jack and Rose,Rebecca Miller,4035
Un psicólogo con problemas es enviado para investigar a la tripulación de una estación de investigación aislada que orbita un planeta extraño.,"estación espacial, espacio, planeta, trapped in space, título al final","drama, misterio, romance",2003.0,Solaris,Steven Soderbergh,4036
"El hijo de un mafioso es testigo de un asesinato, lo que obliga a él y a su padre a escapar por un camino de redención y venganza.","based on comic book, perro, bicicleta, assassin, asesinato","crimen, drama, suspense",2002.0,Camino a la perdición,Sam Mendes,4037
"Después de una amarga ruptura, la pandilla de Misterios S.A. es llevada individualmente a una isla para investigar extraños sucesos.","bien contra mal, personaje femenino empoderado, fart joke, isla, parque de atracciones","aventura, comedia, familiar",2002.0,Scooby-Doo,Raja Gosnell,4038
"Cuando se encuentra el esqueleto de su predecesor asesinado, el sheriff Sam Deeds descubre muchos otros secretos enterrados durante mucho tiempo en su ciudad.","neo western, relación padre-hijo, family history, dicho en flashback, relación interracial","drama, misterio, del oeste",1996.0,Lone Star,John Sayles,4039
"Mientras beben en su pub local, tres marginados sociales intentan aclarar un enigma de viajes en el tiempo.","viaje en el tiempo, time travel comedy, psychotronic film, pub, lost in time","comedia, ciencia ficción",2009.0,Preguntas frecuentes sobre viajes en el tiempo,Gareth Carrivick,4040
"La intriga política y el engaño se desarrollan dentro de las Naciones Unidas, donde un agente del servicio secreto de los Estados Unidos es asignado para investigar a una intérprete que escucha un complot de asesinato.","conducción, asesinato, interpreter, amenaza, intriga","crimen, misterio, suspense",2005.0,La intérprete,Sydney Pollack,4041
"Omri, un niño que crece en Brooklyn, recibe una extraña variedad de regalos por su cumpleaños: un armario de madera de su hermano mayor, un juego de llaves antiguas de su madre y un modelo de plástico de un indio de su mejor amigo Pa","miniature person, action figure, native american, cowboy, protagonista infantil","drama, familiar, fantasía",1995.0,La llave mágica,Frank Oz,4042
Un niño con problemas se sumerge en un maravilloso mundo de fantasía a través de las páginas de un misterioso libro.,"libro, story within the story, dragón, leyendo, hero","aventura, drama, familiar",1984.0,La historia interminable,Wolfgang Petersen,4043
Sucesos extraños comienzan a ocurrir en un submarino de la Segunda Guerra Mundial.,"submarino, espejo, naufragio, movie flop, título de una sola palabra","acción, terror, misterio",2002.0,Below,David Twohy,4044
Un hombre se une a la campaña política del candidato a la presidencia de los Estados Unidos.,"escándalo, based on novel, candidate, president, elección","comedia, drama",1998.0,Primary Colors,Mike Nichols,4045
"Cuando una expedición al Congo africano acaba en desastre, se reúne un nuevo equipo para averiguar qué fue lo que falló.","movie flop, lost city, gorila, diamante, talking gorilla","acción, aventura, misterio",1995.0,Congo,Frank Marshall,4046
"Wes Block, padre soltero y policía de Nueva Orleans, se enfrenta a un peligroso asesino y violador en serie y acaba convirtiéndose en su objetivo.","detective, serial killer, asesinato, violación, prostitute","crimen, misterio, suspense",1985.0,En la cuerda floja,Richard Tuggle,4047
"Después de un encuentro fortuito, Nick y Norah se embarcan en un viaje a través de la escena de rock independiente de Nueva York en busca del show secreto de una banda legendaria, y terminan encontrándose entre sí.","buscar, una noche, night life, big city life, EEUU","comedia, drama, música",2009.0,"Nick y Nora, una noche de música y amor",Peter Sollett,4048
"Después de la lesión del quarterback estrella, se elige a un quarterback suplente para llevar a un equipo de fútbol americano a la victoria.","pueblo, football stadium, football practice, scholarship, mayoría de edad","comedia, drama, romance",1999.0,Juego de campeones,Brian Robbins,4049
El guerrero escocés William Wallace dirige a sus compatriotas en una rebelión para liberar a su patria de la tiranía del rey Eduardo I de Inglaterra.,"Escocia, revuelta, leyenda, Inglaterra, idealismo","biografía, drama, historia",1995.0,Braveheart,Mel Gibson,4050
"Ciudadanos de Los Ángeles con vidas muy distintas chocan en historias entrelazadas de racismo, pérdida y redención.","racista, racismo, relaciones raciales, estereotipo, social problem","crimen, drama, suspense",2006.0,Crash (Colisión),Paul Haggis,4051
Un abogado que representa a una víctima de traumático accidente descubre que el abogado defensor le es muy familiar: su propia hija.,"judicial, judiciary, judicial system, foxvideo, man uses a wheelchair","drama, suspense",1991.0,Acción judicial,Michael Apted,4052
Un pistolero se encuentra en medio de una guerra entre la mafia irlandesa e italiana en un pueblo fantasma de la época de la Prohibición.,"mob violence, neonoir, gang warfare, tiroteo, la década de 1930","acción, crimen, drama",1996.0,El último hombre,Walter Hill,4053
"Cuando un tipo solitario conoce a una mujer en Internet que resulta estar en la cárcel, ella se escapa para que él demuestre su inocencia, y procede a causar estragos en su vida.","william shakespeare character, lawyer, divorcio, villain arrested, azotes",comedia,2003.0,Se montó la gorda,Adam Shankman,4054
La historia del jefe Apache y su resistencia armada a la subyugación de su pueblo por parte del gobierno estadounidense.,"territorio de Arizona, apache territory, chiricahua apache, scout, revisionist western","drama, historia, del oeste",1994.0,"Gerónimo, una leyenda",Walter Hill,4055
"Después de ser rechazada por su novio, una cazatalentos de un programa de entrevistas escribe una columna sobre los hábitos de relación de los hombres, lo que le da fama nacional.","cheerleading, sexist, gender issues, watching a documentary, prólogo","comedia, romance",2001.0,Siempre a tu lado,Tony Goldwyn,4056
"A finales de siglo, Satanás visita Nueva York en busca de esposa. Detenerlo depende de un expolicía que ahora dirige un equipo de seguridad de élite.","ciudad de Nueva York, devil, hobo, female nudity, lucifer","acción, fantasía, terror",1999.0,El fin de los días,Peter Hyams,4057
